,local,magnitude
matriz_diagonal_real_y_caso2_frequencia_1466.0.csv,"('890.2',)",30734.074803207455
matriz_diagonal_real_y_caso2_frequencia_1466.5.csv,"('890.1',)",30738.477547115872
matriz_diagonal_real_y_caso2_frequencia_1467.0.csv,"('890.1',)",30742.882263697895
matriz_diagonal_real_y_caso2_frequencia_1467.5.csv,"('890.2',)",30747.288960957696
matriz_diagonal_real_y_caso2_frequencia_1468.0.csv,"('890.2',)",30751.697646951143
matriz_diagonal_real_y_caso2_frequencia_1468.5.csv,"('890.1',)",30756.10832958501
matriz_diagonal_real_y_caso2_frequencia_1469.0.csv,"('890.1',)",30760.521016916697
matriz_diagonal_real_y_caso2_frequencia_1469.5.csv,"('890.1',)",30764.935717253647
matriz_diagonal_real_y_caso2_frequencia_147.0.csv,"('890.2',)",7651.973854696363
matriz_diagonal_real_y_caso2_frequencia_147.5.csv,"('890.2',)",7678.988003196051
matriz_diagonal_real_y_caso2_frequencia_1470.0.csv,"('890.1',)",30769.352438488717
matriz_diagonal_real_y_caso2_frequencia_1470.5.csv,"('890.2',)",30773.771188795938
matriz_diagonal_real_y_caso2_frequencia_1471.0.csv,"('890.1',)",30778.19197618846
matriz_diagonal_real_y_caso2_frequencia_1471.5.csv,"('890.1',)",30782.614809066145
matriz_diagonal_real_y_caso2_frequencia_1472.0.csv,"('890.1',)",30787.039695308627
matriz_diagonal_real_y_caso2_frequencia_1472.5.csv,"('890.1',)",30791.46664325301
matriz_diagonal_real_y_caso2_frequencia_1473.0.csv,"('890.1',)",30795.895660962346
matriz_diagonal_real_y_caso2_frequencia_1473.5.csv,"('890.1',)",30800.326756931292
matriz_diagonal_real_y_caso2_frequencia_1474.0.csv,"('890.1',)",30804.75993898064
matriz_diagonal_real_y_caso2_frequencia_1474.5.csv,"('890.2',)",30809.195215638298
matriz_diagonal_real_y_caso2_frequencia_1475.0.csv,"('890.1',)",30813.632595108145
matriz_diagonal_real_y_caso2_frequencia_1475.5.csv,"('890.1',)",30818.072085770247
matriz_diagonal_real_y_caso2_frequencia_1476.0.csv,"('890.2',)",30822.51369564339
matriz_diagonal_real_y_caso2_frequencia_1476.5.csv,"('890.1',)",30826.95743333053
matriz_diagonal_real_y_caso2_frequencia_1477.0.csv,"('890.2',)",30831.40330714674
matriz_diagonal_real_y_caso2_frequencia_1477.5.csv,"('890.1',)",30835.851325242096
matriz_diagonal_real_y_caso2_frequencia_1478.0.csv,"('890.1',)",30840.3014962597
matriz_diagonal_real_y_caso2_frequencia_1478.5.csv,"('890.1',)",30844.753828281133
matriz_diagonal_real_y_caso2_frequencia_1479.0.csv,"('890.1',)",30849.20832996852
matriz_diagonal_real_y_caso2_frequencia_1479.5.csv,"('890.1',)",30853.665009551096
matriz_diagonal_real_y_caso2_frequencia_148.0.csv,"('890.2',)",7705.984258789639
matriz_diagonal_real_y_caso2_frequencia_148.5.csv,"('864.1',)",7732.96240416067
matriz_diagonal_real_y_caso2_frequencia_1480.0.csv,"('890.1',)",30858.123875617424
matriz_diagonal_real_y_caso2_frequencia_1480.5.csv,"('890.1',)",30862.584936708576
matriz_diagonal_real_y_caso2_frequencia_1481.0.csv,"('890.1',)",30867.048200926132
matriz_diagonal_real_y_caso2_frequencia_1481.5.csv,"('890.1',)",30871.513677153664
matriz_diagonal_real_y_caso2_frequencia_1482.0.csv,"('890.1',)",30875.981373704864
matriz_diagonal_real_y_caso2_frequencia_1482.5.csv,"('890.1',)",30880.45129923604
matriz_diagonal_real_y_caso2_frequencia_1483.0.csv,"('890.1',)",30884.923462179024
matriz_diagonal_real_y_caso2_frequencia_1483.5.csv,"('890.1',)",30889.397871103505
matriz_diagonal_real_y_caso2_frequencia_1484.0.csv,"('838.2',)",30893.87453483245
matriz_diagonal_real_y_caso2_frequencia_1484.5.csv,"('890.1',)",30898.353461529427
matriz_diagonal_real_y_caso2_frequencia_1485.0.csv,"('890.1',)",30902.834660251894
matriz_diagonal_real_y_caso2_frequencia_1485.5.csv,"('890.1',)",30907.318139284645
matriz_diagonal_real_y_caso2_frequencia_1486.0.csv,"('890.1',)",30911.80390749074
matriz_diagonal_real_y_caso2_frequencia_1486.5.csv,"('890.1',)",30916.29197350532
matriz_diagonal_real_y_caso2_frequencia_1487.0.csv,"('890.1',)",30920.782345958523
matriz_diagonal_real_y_caso2_frequencia_1487.5.csv,"('890.1',)",30925.275033572318
matriz_diagonal_real_y_caso2_frequencia_1488.0.csv,"('890.1',)",30929.77004519655
matriz_diagonal_real_y_caso2_frequencia_1488.5.csv,"('890.1',)",30934.26738945615
matriz_diagonal_real_y_caso2_frequencia_1489.0.csv,"('890.1',)",30938.76707498243
matriz_diagonal_real_y_caso2_frequencia_1489.5.csv,"('890.1',)",30943.26911085669
matriz_diagonal_real_y_caso2_frequencia_149.0.csv,"('890.2',)",7759.922224157521
matriz_diagonal_real_y_caso2_frequencia_149.5.csv,"('864.1',)",7786.863506019107
matriz_diagonal_real_y_caso2_frequencia_1490.0.csv,"('890.1',)",30947.773505731984
matriz_diagonal_real_y_caso2_frequencia_1490.5.csv,"('890.1',)",30952.280268261424
matriz_diagonal_real_y_caso2_frequencia_1491.0.csv,"('890.1',)",30956.789407554144
matriz_diagonal_real_y_caso2_frequencia_1491.5.csv,"('890.1',)",30961.300932176284
matriz_diagonal_real_y_caso2_frequencia_1492.0.csv,"('890.1',)",30965.814851230385
matriz_diagonal_real_y_caso2_frequencia_1492.5.csv,"('890.1',)",30970.331173545583
matriz_diagonal_real_y_caso2_frequencia_1493.0.csv,"('890.1',)",30974.849907930708
matriz_diagonal_real_y_caso2_frequencia_1493.5.csv,"('890.1',)",30979.371063278744
matriz_diagonal_real_y_caso2_frequencia_1494.0.csv,"('890.1',)",30983.894648709163
matriz_diagonal_real_y_caso2_frequencia_1494.5.csv,"('890.1',)",30988.42067298789
matriz_diagonal_real_y_caso2_frequencia_1495.0.csv,"('890.1',)",30992.949145197555
matriz_diagonal_real_y_caso2_frequencia_1495.5.csv,"('890.1',)",30997.48007433825
matriz_diagonal_real_y_caso2_frequencia_1496.0.csv,"('890.1',)",31002.01346933954
matriz_diagonal_real_y_caso2_frequencia_1496.5.csv,"('890.1',)",31006.54933922121
matriz_diagonal_real_y_caso2_frequencia_1497.0.csv,"('890.1',)",31011.08769315342
matriz_diagonal_real_y_caso2_frequencia_1497.5.csv,"('890.1',)",31015.628540034842
matriz_diagonal_real_y_caso2_frequencia_1498.0.csv,"('890.1',)",31020.17188894804
matriz_diagonal_real_y_caso2_frequencia_1498.5.csv,"('890.2',)",31024.717749221258
matriz_diagonal_real_y_caso2_frequencia_1499.0.csv,"('890.1',)",31029.266129574055
matriz_diagonal_real_y_caso2_frequencia_1499.5.csv,"('890.1',)",31033.817039300422
matriz_diagonal_real_y_caso2_frequencia_150.0.csv,"('864.1',)",7813.786038952689
matriz_diagonal_real_y_caso2_frequencia_150.5.csv,"('852.2',)",7840.689615226705
matriz_diagonal_real_y_caso2_frequencia_1500.0.csv,"('838.2',)",31038.370487905322
matriz_diagonal_real_y_caso2_frequencia_1500.5.csv,"('890.1',)",31042.926483826213
matriz_diagonal_real_y_caso2_frequencia_1501.0.csv,"('890.1',)",31047.485036865935
matriz_diagonal_real_y_caso2_frequencia_1501.5.csv,"('890.1',)",31052.046156060816
matriz_diagonal_real_y_caso2_frequencia_1502.0.csv,"('890.1',)",31056.60985044685
matriz_diagonal_real_y_caso2_frequencia_1502.5.csv,"('890.2',)",31061.176129316318
matriz_diagonal_real_y_caso2_frequencia_1503.0.csv,"('890.1',)",31065.745002147632
matriz_diagonal_real_y_caso2_frequencia_1503.5.csv,"('890.1',)",31070.31647792647
matriz_diagonal_real_y_caso2_frequencia_1504.0.csv,"('890.1',)",31074.890565999056
matriz_diagonal_real_y_caso2_frequencia_1504.5.csv,"('890.1',)",31079.46727569026
matriz_diagonal_real_y_caso2_frequencia_1505.0.csv,"('890.1',)",31084.046616523094
matriz_diagonal_real_y_caso2_frequencia_1505.5.csv,"('890.1',)",31088.62859746021
matriz_diagonal_real_y_caso2_frequencia_1506.0.csv,"('890.1',)",31093.213228065113
matriz_diagonal_real_y_caso2_frequencia_1506.5.csv,"('890.1',)",31097.800517575266
matriz_diagonal_real_y_caso2_frequencia_1507.0.csv,"('890.2',)",31102.390475585496
matriz_diagonal_real_y_caso2_frequencia_1507.5.csv,"('890.1',)",31106.983111340298
matriz_diagonal_real_y_caso2_frequencia_1508.0.csv,"('864.1',)",31111.578434140065
matriz_diagonal_real_y_caso2_frequencia_1508.5.csv,"('864.1',)",31116.176453687134
matriz_diagonal_real_y_caso2_frequencia_1509.0.csv,"('864.1',)",31120.777179389563
matriz_diagonal_real_y_caso2_frequencia_1509.5.csv,"('852.3',)",31125.380620495835
matriz_diagonal_real_y_caso2_frequencia_151.0.csv,"('852.1',)",7867.574028469551
matriz_diagonal_real_y_caso2_frequencia_151.5.csv,"('852.1',)",7894.439074896874
matriz_diagonal_real_y_caso2_frequencia_1510.0.csv,"('890.1',)",31129.98678671624
matriz_diagonal_real_y_caso2_frequencia_1510.5.csv,"('890.1',)",31134.595687369096
matriz_diagonal_real_y_caso2_frequencia_1511.0.csv,"('890.1',)",31139.2073320996
matriz_diagonal_real_y_caso2_frequencia_1511.5.csv,"('890.1',)",31143.821730333693
matriz_diagonal_real_y_caso2_frequencia_1512.0.csv,"('890.1',)",31148.43889192721
matriz_diagonal_real_y_caso2_frequencia_1512.5.csv,"('890.1',)",31153.058826094246
matriz_diagonal_real_y_caso2_frequencia_1513.0.csv,"('890.1',)",31157.681542529397
matriz_diagonal_real_y_caso2_frequencia_1513.5.csv,"('890.1',)",31162.30705077525
matriz_diagonal_real_y_caso2_frequencia_1514.0.csv,"('890.1',)",31166.935360484793
matriz_diagonal_real_y_caso2_frequencia_1514.5.csv,"('890.1',)",31171.5664814873
matriz_diagonal_real_y_caso2_frequencia_1515.0.csv,"('890.1',)",31176.200423289327
matriz_diagonal_real_y_caso2_frequencia_1515.5.csv,"('890.1',)",31180.83719529143
matriz_diagonal_real_y_caso2_frequencia_1516.0.csv,"('890.1',)",31185.476807508443
matriz_diagonal_real_y_caso2_frequencia_1516.5.csv,"('890.1',)",31190.119269544935
matriz_diagonal_real_y_caso2_frequencia_1517.0.csv,"('890.1',)",31194.76459101048
matriz_diagonal_real_y_caso2_frequencia_1517.5.csv,"('864.1',)",31199.41278190985
matriz_diagonal_real_y_caso2_frequencia_1518.0.csv,"('890.1',)",31204.063851782314
matriz_diagonal_real_y_caso2_frequencia_1518.5.csv,"('890.1',)",31208.71781026673
matriz_diagonal_real_y_caso2_frequencia_1519.0.csv,"('890.1',)",31213.37466727819
matriz_diagonal_real_y_caso2_frequencia_1519.5.csv,"('890.1',)",31218.034432870198
matriz_diagonal_real_y_caso2_frequencia_152.0.csv,"('864.1',)",7921.284553305181
matriz_diagonal_real_y_caso2_frequencia_152.5.csv,"('864.1',)",7948.110264137423
matriz_diagonal_real_y_caso2_frequencia_1520.0.csv,"('890.1',)",31222.697116349445
matriz_diagonal_real_y_caso2_frequencia_1520.5.csv,"('852.3',)",31227.362727800602
matriz_diagonal_real_y_caso2_frequencia_1521.0.csv,"('890.1',)",31232.03127710483
matriz_diagonal_real_y_caso2_frequencia_1521.5.csv,"('838.2',)",31236.70277403698
matriz_diagonal_real_y_caso2_frequencia_1522.0.csv,"('890.1',)",31241.377228507405
matriz_diagonal_real_y_caso2_frequencia_1522.5.csv,"('890.1',)",31246.054650350034
matriz_diagonal_real_y_caso2_frequencia_1523.0.csv,"('890.1',)",31250.73504936617
matriz_diagonal_real_y_caso2_frequencia_1523.5.csv,"('890.1',)",31255.418435713575
matriz_diagonal_real_y_caso2_frequencia_1524.0.csv,"('890.1',)",31260.104819245887
matriz_diagonal_real_y_caso2_frequencia_1524.5.csv,"('890.1',)",31264.794209756696
matriz_diagonal_real_y_caso2_frequencia_1525.0.csv,"('890.1',)",31269.486617365714
matriz_diagonal_real_y_caso2_frequencia_1525.5.csv,"('890.1',)",31274.1820520467
matriz_diagonal_real_y_caso2_frequencia_1526.0.csv,"('864.1',)",31278.880523694694
matriz_diagonal_real_y_caso2_frequencia_1526.5.csv,"('890.1',)",31283.582042354337
matriz_diagonal_real_y_caso2_frequencia_1527.0.csv,"('890.1',)",31288.286618119368
matriz_diagonal_real_y_caso2_frequencia_1527.5.csv,"('864.1',)",31292.99426090114
matriz_diagonal_real_y_caso2_frequencia_1528.0.csv,"('864.1',)",31297.704980755832
matriz_diagonal_real_y_caso2_frequencia_1528.5.csv,"('852.3',)",31302.418787920855
matriz_diagonal_real_y_caso2_frequencia_1529.0.csv,"('890.1',)",31307.1356923243
matriz_diagonal_real_y_caso2_frequencia_1529.5.csv,"('838.2',)",31311.855704114998
matriz_diagonal_real_y_caso2_frequencia_153.0.csv,"('890.3',)",7974.916010476708
matriz_diagonal_real_y_caso2_frequencia_153.5.csv,"('864.1',)",8001.70159709692
matriz_diagonal_real_y_caso2_frequencia_1530.0.csv,"('890.1',)",31316.57883325463
matriz_diagonal_real_y_caso2_frequencia_1530.5.csv,"('890.1',)",31321.305089887588
matriz_diagonal_real_y_caso2_frequencia_1531.0.csv,"('890.1',)",31326.03448447003
matriz_diagonal_real_y_caso2_frequencia_1531.5.csv,"('890.1',)",31330.76702669267
matriz_diagonal_real_y_caso2_frequencia_1532.0.csv,"('890.1',)",31335.50272726047
matriz_diagonal_real_y_caso2_frequencia_1532.5.csv,"('838.2',)",31340.241595721265
matriz_diagonal_real_y_caso2_frequencia_1533.0.csv,"('890.1',)",31344.983642854753
matriz_diagonal_real_y_caso2_frequencia_1533.5.csv,"('864.1',)",31349.728878409882
matriz_diagonal_real_y_caso2_frequencia_1534.0.csv,"('890.1',)",31354.47731276308
matriz_diagonal_real_y_caso2_frequencia_1534.5.csv,"('852.2',)",31359.22895638293
matriz_diagonal_real_y_caso2_frequencia_1535.0.csv,"('890.1',)",31363.98381918286
matriz_diagonal_real_y_caso2_frequencia_1535.5.csv,"('890.1',)",31368.741911590132
matriz_diagonal_real_y_caso2_frequencia_1536.0.csv,"('890.1',)",31373.50324372247
matriz_diagonal_real_y_caso2_frequencia_1536.5.csv,"('864.1',)",31378.267826030096
matriz_diagonal_real_y_caso2_frequencia_1537.0.csv,"('890.1',)",31383.035668711753
matriz_diagonal_real_y_caso2_frequencia_1537.5.csv,"('864.1',)",31387.806782165768
matriz_diagonal_real_y_caso2_frequencia_1538.0.csv,"('890.1',)",31392.581176613086
matriz_diagonal_real_y_caso2_frequencia_1538.5.csv,"('890.1',)",31397.358862538957
matriz_diagonal_real_y_caso2_frequencia_1539.0.csv,"('890.1',)",31402.13985015003
matriz_diagonal_real_y_caso2_frequencia_1539.5.csv,"('890.1',)",31406.924149844064
matriz_diagonal_real_y_caso2_frequencia_154.0.csv,"('864.1',)",8028.466831699323
matriz_diagonal_real_y_caso2_frequencia_154.5.csv,"('890.3',)",8055.211523286588
matriz_diagonal_real_y_caso2_frequencia_1540.0.csv,"('890.1',)",31411.711771967042
matriz_diagonal_real_y_caso2_frequencia_1540.5.csv,"('890.1',)",31416.502727006315
matriz_diagonal_real_y_caso2_frequencia_1541.0.csv,"('890.1',)",31421.297025335225
matriz_diagonal_real_y_caso2_frequencia_1541.5.csv,"('890.1',)",31426.094677225057
matriz_diagonal_real_y_caso2_frequencia_1542.0.csv,"('890.1',)",31430.89569332883
matriz_diagonal_real_y_caso2_frequencia_1542.5.csv,"('838.2',)",31435.700083816682
matriz_diagonal_real_y_caso2_frequencia_1543.0.csv,"('890.1',)",31440.50785938131
matriz_diagonal_real_y_caso2_frequencia_1543.5.csv,"('890.1',)",31445.319030299223
matriz_diagonal_real_y_caso2_frequencia_1544.0.csv,"('838.2',)",31450.13360711131
matriz_diagonal_real_y_caso2_frequencia_1544.5.csv,"('852.2',)",31454.951600285294
matriz_diagonal_real_y_caso2_frequencia_1545.0.csv,"('890.1',)",31459.77302037542
matriz_diagonal_real_y_caso2_frequencia_1545.5.csv,"('838.2',)",31464.597878012657
matriz_diagonal_real_y_caso2_frequencia_1546.0.csv,"('838.2',)",31469.426183223914
matriz_diagonal_real_y_caso2_frequencia_1546.5.csv,"('890.1',)",31474.257946969832
matriz_diagonal_real_y_caso2_frequencia_1547.0.csv,"('852.3',)",31479.093179683034
matriz_diagonal_real_y_caso2_frequencia_1547.5.csv,"('890.1',)",31483.93189193684
matriz_diagonal_real_y_caso2_frequencia_1548.0.csv,"('838.2',)",31488.77409418152
matriz_diagonal_real_y_caso2_frequencia_1548.5.csv,"('864.1',)",31493.619797151714
matriz_diagonal_real_y_caso2_frequencia_1549.0.csv,"('890.1',)",31498.469011245936
matriz_diagonal_real_y_caso2_frequencia_1549.5.csv,"('890.1',)",31503.32174714861
matriz_diagonal_real_y_caso2_frequencia_155.0.csv,"('890.3',)",8081.93548388136
matriz_diagonal_real_y_caso2_frequencia_155.5.csv,"('864.1',)",8108.638526836345
matriz_diagonal_real_y_caso2_frequencia_1550.0.csv,"('890.1',)",31508.17801530425
matriz_diagonal_real_y_caso2_frequencia_1550.5.csv,"('890.1',)",31513.03782653538
matriz_diagonal_real_y_caso2_frequencia_1551.0.csv,"('890.1',)",31517.90119148693
matriz_diagonal_real_y_caso2_frequencia_1551.5.csv,"('890.1',)",31522.768120670935
matriz_diagonal_real_y_caso2_frequencia_1552.0.csv,"('838.2',)",31527.638624752428
matriz_diagonal_real_y_caso2_frequencia_1552.5.csv,"('864.1',)",31532.512714246575
matriz_diagonal_real_y_caso2_frequencia_1553.0.csv,"('890.1',)",31537.390400135297
matriz_diagonal_real_y_caso2_frequencia_1553.5.csv,"('890.1',)",31542.271692676753
matriz_diagonal_real_y_caso2_frequencia_1554.0.csv,"('890.1',)",31547.15660285454
matriz_diagonal_real_y_caso2_frequencia_1554.5.csv,"('864.1',)",31552.04514126877
matriz_diagonal_real_y_caso2_frequencia_1555.0.csv,"('864.1',)",31556.937318537697
matriz_diagonal_real_y_caso2_frequencia_1555.5.csv,"('864.1',)",31561.833145420587
matriz_diagonal_real_y_caso2_frequencia_1556.0.csv,"('864.1',)",31566.732632706255
matriz_diagonal_real_y_caso2_frequencia_1556.5.csv,"('852.3',)",31571.63579094442
matriz_diagonal_real_y_caso2_frequencia_1557.0.csv,"('890.1',)",31576.542630882144
matriz_diagonal_real_y_caso2_frequencia_1557.5.csv,"('890.1',)",31581.453163577702
matriz_diagonal_real_y_caso2_frequencia_1558.0.csv,"('864.1',)",31586.367399283874
matriz_diagonal_real_y_caso2_frequencia_1558.5.csv,"('838.2',)",31591.285349070586
matriz_diagonal_real_y_caso2_frequencia_1559.0.csv,"('890.1',)",31596.20702366205
matriz_diagonal_real_y_caso2_frequencia_1559.5.csv,"('890.1',)",31601.132433686267
matriz_diagonal_real_y_caso2_frequencia_156.0.csv,"('864.1',)",8135.320468075104
matriz_diagonal_real_y_caso2_frequencia_156.5.csv,"('890.3',)",8161.9811253576345
matriz_diagonal_real_y_caso2_frequencia_1560.0.csv,"('890.1',)",31606.061590066663
matriz_diagonal_real_y_caso2_frequencia_1560.5.csv,"('890.1',)",31610.994503404887
matriz_diagonal_real_y_caso2_frequencia_1561.0.csv,"('890.1',)",31615.931184775392
matriz_diagonal_real_y_caso2_frequencia_1561.5.csv,"('890.1',)",31620.87164458147
matriz_diagonal_real_y_caso2_frequencia_1562.0.csv,"('852.3',)",31625.815893986506
matriz_diagonal_real_y_caso2_frequencia_1562.5.csv,"('890.1',)",31630.763943583384
matriz_diagonal_real_y_caso2_frequencia_1563.0.csv,"('890.1',)",31635.7158042474
matriz_diagonal_real_y_caso2_frequencia_1563.5.csv,"('864.1',)",31640.671486808296
matriz_diagonal_real_y_caso2_frequencia_1564.0.csv,"('890.1',)",31645.631002137838
matriz_diagonal_real_y_caso2_frequencia_1564.5.csv,"('890.1',)",31650.59436095282
matriz_diagonal_real_y_caso2_frequencia_1565.0.csv,"('864.1',)",31655.56157405114
matriz_diagonal_real_y_caso2_frequencia_1565.5.csv,"('890.1',)",31660.532652502574
matriz_diagonal_real_y_caso2_frequencia_1566.0.csv,"('864.1',)",31665.507606872874
matriz_diagonal_real_y_caso2_frequencia_1566.5.csv,"('838.2',)",31670.486448306445
matriz_diagonal_real_y_caso2_frequencia_1567.0.csv,"('890.1',)",31675.46918741264
matriz_diagonal_real_y_caso2_frequencia_1567.5.csv,"('864.1',)",31680.45583524585
matriz_diagonal_real_y_caso2_frequencia_1568.0.csv,"('890.1',)",31685.44640249641
matriz_diagonal_real_y_caso2_frequencia_1568.5.csv,"('890.1',)",31690.440900091246
matriz_diagonal_real_y_caso2_frequencia_1569.0.csv,"('890.1',)",31695.439338971977
matriz_diagonal_real_y_caso2_frequencia_1569.5.csv,"('890.1',)",31700.44172991998
matriz_diagonal_real_y_caso2_frequencia_157.0.csv,"('864.1',)",8188.620318831039
matriz_diagonal_real_y_caso2_frequencia_157.5.csv,"('864.1',)",8215.237870522145
matriz_diagonal_real_y_caso2_frequencia_1570.0.csv,"('838.2',)",31705.4480838778
matriz_diagonal_real_y_caso2_frequencia_1570.5.csv,"('838.2',)",31710.45841180117
matriz_diagonal_real_y_caso2_frequencia_1571.0.csv,"('838.2',)",31715.472724411167
matriz_diagonal_real_y_caso2_frequencia_1571.5.csv,"('890.1',)",31720.491032795515
matriz_diagonal_real_y_caso2_frequencia_1572.0.csv,"('864.1',)",31725.513347572796
matriz_diagonal_real_y_caso2_frequencia_1572.5.csv,"('890.1',)",31730.5396799545
matriz_diagonal_real_y_caso2_frequencia_1573.0.csv,"('838.2',)",31735.57004061014
matriz_diagonal_real_y_caso2_frequencia_1573.5.csv,"('864.1',)",31740.6044406158
matriz_diagonal_real_y_caso2_frequencia_1574.0.csv,"('890.1',)",31745.642890673684
matriz_diagonal_real_y_caso2_frequencia_1574.5.csv,"('890.1',)",31750.685401946772
matriz_diagonal_real_y_caso2_frequencia_1575.0.csv,"('890.1',)",31755.731985102764
matriz_diagonal_real_y_caso2_frequencia_1575.5.csv,"('890.1',)",31760.78265114963
matriz_diagonal_real_y_caso2_frequencia_1576.0.csv,"('864.1',)",31765.837411054352
matriz_diagonal_real_y_caso2_frequencia_1576.5.csv,"('864.1',)",31770.89627566281
matriz_diagonal_real_y_caso2_frequencia_1577.0.csv,"('864.1',)",31775.95925596435
matriz_diagonal_real_y_caso2_frequencia_1577.5.csv,"('890.1',)",31781.026362733963
matriz_diagonal_real_y_caso2_frequencia_1578.0.csv,"('864.1',)",31786.097607074847
matriz_diagonal_real_y_caso2_frequencia_1578.5.csv,"('838.2',)",31791.172999698778
matriz_diagonal_real_y_caso2_frequencia_1579.0.csv,"('864.1',)",31796.252551732177
matriz_diagonal_real_y_caso2_frequencia_1579.5.csv,"('890.1',)",31801.336273870613
matriz_diagonal_real_y_caso2_frequencia_158.0.csv,"('852.2',)",8241.833604387333
matriz_diagonal_real_y_caso2_frequencia_158.5.csv,"('890.3',)",8268.407346986403
matriz_diagonal_real_y_caso2_frequencia_1580.0.csv,"('890.1',)",31806.424177210953
matriz_diagonal_real_y_caso2_frequencia_1580.5.csv,"('890.1',)",31811.516272735567
matriz_diagonal_real_y_caso2_frequencia_1581.0.csv,"('852.2',)",31816.612571073252
matriz_diagonal_real_y_caso2_frequencia_1581.5.csv,"('838.2',)",31821.71308328589
matriz_diagonal_real_y_caso2_frequencia_1582.0.csv,"('838.2',)",31826.817820414915
matriz_diagonal_real_y_caso2_frequencia_1582.5.csv,"('864.1',)",31831.926793233775
matriz_diagonal_real_y_caso2_frequencia_1583.0.csv,"('890.1',)",31837.0400127213
matriz_diagonal_real_y_caso2_frequencia_1583.5.csv,"('890.1',)",31842.157489625282
matriz_diagonal_real_y_caso2_frequencia_1584.0.csv,"('890.1',)",31847.279235009442
matriz_diagonal_real_y_caso2_frequencia_1584.5.csv,"('864.1',)",31852.405259776726
matriz_diagonal_real_y_caso2_frequencia_1585.0.csv,"('864.1',)",31857.53557488664
matriz_diagonal_real_y_caso2_frequencia_1585.5.csv,"('864.1',)",31862.670191115187
matriz_diagonal_real_y_caso2_frequencia_1586.0.csv,"('890.1',)",31867.809119361093
matriz_diagonal_real_y_caso2_frequencia_1586.5.csv,"('864.1',)",31872.952370589235
matriz_diagonal_real_y_caso2_frequencia_1587.0.csv,"('864.1',)",31878.099955583206
matriz_diagonal_real_y_caso2_frequencia_1587.5.csv,"('838.2',)",31883.251885491558
matriz_diagonal_real_y_caso2_frequencia_1588.0.csv,"('864.1',)",31888.408170873274
matriz_diagonal_real_y_caso2_frequencia_1588.5.csv,"('838.2',)",31893.568822794514
matriz_diagonal_real_y_caso2_frequencia_1589.0.csv,"('838.2',)",31898.733852063586
matriz_diagonal_real_y_caso2_frequencia_1589.5.csv,"('838.2',)",31903.903269651866
matriz_diagonal_real_y_caso2_frequencia_159.0.csv,"('852.3',)",8294.958926248737
matriz_diagonal_real_y_caso2_frequencia_159.5.csv,"('864.1',)",8321.488172462301
matriz_diagonal_real_y_caso2_frequencia_1590.0.csv,"('838.2',)",31909.077086290454
matriz_diagonal_real_y_caso2_frequencia_1590.5.csv,"('864.1',)",31914.255312953956
matriz_diagonal_real_y_caso2_frequencia_1591.0.csv,"('864.1',)",31919.43796042545
matriz_diagonal_real_y_caso2_frequencia_1591.5.csv,"('838.2',)",31924.625039582323
matriz_diagonal_real_y_caso2_frequencia_1592.0.csv,"('838.2',)",31929.81656128319
matriz_diagonal_real_y_caso2_frequencia_1592.5.csv,"('864.1',)",31935.01253649119
matriz_diagonal_real_y_caso2_frequencia_1593.0.csv,"('838.2',)",31940.21297577754
matriz_diagonal_real_y_caso2_frequencia_1593.5.csv,"('890.1',)",31945.417890084485
matriz_diagonal_real_y_caso2_frequencia_1594.0.csv,"('890.1',)",31950.627290235723
matriz_diagonal_real_y_caso2_frequencia_1594.5.csv,"('864.1',)",31955.84118709434
matriz_diagonal_real_y_caso2_frequencia_1595.0.csv,"('864.1',)",31961.05959145338
matriz_diagonal_real_y_caso2_frequencia_1595.5.csv,"('838.2',)",31966.282514146907
matriz_diagonal_real_y_caso2_frequencia_1596.0.csv,"('864.1',)",31971.50996585916
matriz_diagonal_real_y_caso2_frequencia_1596.5.csv,"('864.1',)",31976.741957438317
matriz_diagonal_real_y_caso2_frequencia_1597.0.csv,"('864.1',)",31981.978499776313
matriz_diagonal_real_y_caso2_frequencia_1597.5.csv,"('890.1',)",31987.219603354126
matriz_diagonal_real_y_caso2_frequencia_1598.0.csv,"('890.1',)",31992.465279282493
matriz_diagonal_real_y_caso2_frequencia_1598.5.csv,"('890.1',)",31997.715537849363
matriz_diagonal_real_y_caso2_frequencia_1599.0.csv,"('890.1',)",32002.97039026194
matriz_diagonal_real_y_caso2_frequencia_1599.5.csv,"('864.1',)",32008.229847082883
matriz_diagonal_real_y_caso2_frequencia_160.0.csv,"('852.3',)",8347.994917641987
matriz_diagonal_real_y_caso2_frequencia_160.5.csv,"('852.3',)",8374.478996191261
matriz_diagonal_real_y_caso2_frequencia_1600.0.csv,"('864.1',)",32013.49391896316
matriz_diagonal_real_y_caso2_frequencia_1600.5.csv,"('838.2',)",32018.762616589313
matriz_diagonal_real_y_caso2_frequencia_1601.0.csv,"('838.2',)",32024.03595086417
matriz_diagonal_real_y_caso2_frequencia_1601.5.csv,"('864.1',)",32029.313932317167
matriz_diagonal_real_y_caso2_frequencia_1602.0.csv,"('838.2',)",32034.596571683494
matriz_diagonal_real_y_caso2_frequencia_1602.5.csv,"('864.1',)",32039.883879620564
matriz_diagonal_real_y_caso2_frequencia_1603.0.csv,"('864.1',)",32045.17586682006
matriz_diagonal_real_y_caso2_frequencia_1603.5.csv,"('864.1',)",32050.47254383221
