,local,magnitude
matriz_diagonal_real_y_caso1_frequencia_1276.0.csv,"('864.1',)",29197.974896713386
matriz_diagonal_real_y_caso1_frequencia_1276.5.csv,"('852.3',)",29202.046880060003
matriz_diagonal_real_y_caso1_frequencia_1277.0.csv,"('864.1',)",29206.11878017258
matriz_diagonal_real_y_caso1_frequencia_1277.5.csv,"('864.1',)",29210.190600561666
matriz_diagonal_real_y_caso1_frequencia_1278.0.csv,"('864.1',)",29214.262345087238
matriz_diagonal_real_y_caso1_frequencia_1278.5.csv,"('864.1',)",29218.334017451718
matriz_diagonal_real_y_caso1_frequencia_1279.0.csv,"('864.1',)",29222.405621304068
matriz_diagonal_real_y_caso1_frequencia_1279.5.csv,"('852.3',)",29226.47716039277
matriz_diagonal_real_y_caso1_frequencia_128.0.csv,"('890.3',)",6711.556115855491
matriz_diagonal_real_y_caso1_frequencia_128.5.csv,"('890.3',)",6739.337347032758
matriz_diagonal_real_y_caso1_frequencia_1280.0.csv,"('852.3',)",29230.548638367833
matriz_diagonal_real_y_caso1_frequencia_1280.5.csv,"('864.1',)",29234.620059203913
matriz_diagonal_real_y_caso1_frequencia_1281.0.csv,"('864.1',)",29238.691426295143
matriz_diagonal_real_y_caso1_frequencia_1281.5.csv,"('864.1',)",29242.762743579882
matriz_diagonal_real_y_caso1_frequencia_1282.0.csv,"('864.1',)",29246.834014841534
matriz_diagonal_real_y_caso1_frequencia_1282.5.csv,"('852.3',)",29250.90524355984
matriz_diagonal_real_y_caso1_frequencia_1283.0.csv,"('852.3',)",29254.976433815722
matriz_diagonal_real_y_caso1_frequencia_1283.5.csv,"('864.1',)",29259.04758914015
matriz_diagonal_real_y_caso1_frequencia_1284.0.csv,"('864.1',)",29263.118713378786
matriz_diagonal_real_y_caso1_frequencia_1284.5.csv,"('864.1',)",29267.189810306176
matriz_diagonal_real_y_caso1_frequencia_1285.0.csv,"('838.2',)",29271.260883742532
matriz_diagonal_real_y_caso1_frequencia_1285.5.csv,"('852.3',)",29275.331937401483
matriz_diagonal_real_y_caso1_frequencia_1286.0.csv,"('864.1',)",29279.402974974753
matriz_diagonal_real_y_caso1_frequencia_1286.5.csv,"('864.1',)",29283.474000374168
matriz_diagonal_real_y_caso1_frequencia_1287.0.csv,"('838.2',)",29287.54501731528
matriz_diagonal_real_y_caso1_frequencia_1287.5.csv,"('864.1',)",29291.616029734407
matriz_diagonal_real_y_caso1_frequencia_1288.0.csv,"('864.1',)",29295.6870411472
matriz_diagonal_real_y_caso1_frequencia_1288.5.csv,"('864.1',)",29299.758055792077
matriz_diagonal_real_y_caso1_frequencia_1289.0.csv,"('864.1',)",29303.829077191618
matriz_diagonal_real_y_caso1_frequencia_1289.5.csv,"('838.2',)",29307.90010923712
matriz_diagonal_real_y_caso1_frequencia_129.0.csv,"('890.3',)",6767.109830897491
matriz_diagonal_real_y_caso1_frequencia_129.5.csv,"('864.1',)",6794.873247188577
matriz_diagonal_real_y_caso1_frequencia_1290.0.csv,"('864.1',)",29311.971155552947
matriz_diagonal_real_y_caso1_frequencia_1290.5.csv,"('852.3',)",29316.042220228177
matriz_diagonal_real_y_caso1_frequencia_1291.0.csv,"('838.2',)",29320.113307107575
matriz_diagonal_real_y_caso1_frequencia_1291.5.csv,"('838.2',)",29324.18441995371
matriz_diagonal_real_y_caso1_frequencia_1292.0.csv,"('838.2',)",29328.255562399558
matriz_diagonal_real_y_caso1_frequencia_1292.5.csv,"('890.1',)",29332.32673869921
matriz_diagonal_real_y_caso1_frequencia_1293.0.csv,"('864.1',)",29336.39795229551
matriz_diagonal_real_y_caso1_frequencia_1293.5.csv,"('838.2',)",29340.46920745987
matriz_diagonal_real_y_caso1_frequencia_1294.0.csv,"('852.2',)",29344.540507740352
matriz_diagonal_real_y_caso1_frequencia_1294.5.csv,"('852.3',)",29348.611857191252
matriz_diagonal_real_y_caso1_frequencia_1295.0.csv,"('864.1',)",29352.683259542842
matriz_diagonal_real_y_caso1_frequencia_1295.5.csv,"('838.2',)",29356.75471895031
matriz_diagonal_real_y_caso1_frequencia_1296.0.csv,"('838.2',)",29360.826238890502
matriz_diagonal_real_y_caso1_frequencia_1296.5.csv,"('838.2',)",29364.897823622305
matriz_diagonal_real_y_caso1_frequencia_1297.0.csv,"('838.2',)",29368.969476938342
matriz_diagonal_real_y_caso1_frequencia_1297.5.csv,"('838.2',)",29373.04120260119
matriz_diagonal_real_y_caso1_frequencia_1298.0.csv,"('838.2',)",29377.113004692786
matriz_diagonal_real_y_caso1_frequencia_1298.5.csv,"('838.2',)",29381.184887073072
matriz_diagonal_real_y_caso1_frequencia_1299.0.csv,"('838.2',)",29385.256853784147
matriz_diagonal_real_y_caso1_frequencia_1299.5.csv,"('864.1',)",29389.328908495267
matriz_diagonal_real_y_caso1_frequencia_130.0.csv,"('890.1',)",6822.627279619293
matriz_diagonal_real_y_caso1_frequencia_130.5.csv,"('890.1',)",6850.371614280699
matriz_diagonal_real_y_caso1_frequencia_1300.0.csv,"('890.1',)",29393.401055345614
matriz_diagonal_real_y_caso1_frequencia_1300.5.csv,"('838.2',)",29397.473298237932
matriz_diagonal_real_y_caso1_frequencia_1301.0.csv,"('838.2',)",29401.54564099796
matriz_diagonal_real_y_caso1_frequencia_1301.5.csv,"('838.2',)",29405.618087815797
matriz_diagonal_real_y_caso1_frequencia_1302.0.csv,"('838.2',)",29409.69064246735
matriz_diagonal_real_y_caso1_frequencia_1302.5.csv,"('864.1',)",29413.76330897993
matriz_diagonal_real_y_caso1_frequencia_1303.0.csv,"('864.1',)",29417.83609131849
matriz_diagonal_real_y_caso1_frequencia_1303.5.csv,"('864.1',)",29421.90899338414
matriz_diagonal_real_y_caso1_frequencia_1304.0.csv,"('852.3',)",29425.982019459745
matriz_diagonal_real_y_caso1_frequencia_1304.5.csv,"('838.2',)",29430.05517305998
matriz_diagonal_real_y_caso1_frequencia_1305.0.csv,"('838.2',)",29434.128458593586
matriz_diagonal_real_y_caso1_frequencia_1305.5.csv,"('838.2',)",29438.201879836168
matriz_diagonal_real_y_caso1_frequencia_1306.0.csv,"('838.2',)",29442.275440914596
matriz_diagonal_real_y_caso1_frequencia_1306.5.csv,"('838.2',)",29446.349145722237
matriz_diagonal_real_y_caso1_frequencia_1307.0.csv,"('838.2',)",29450.422998316644
matriz_diagonal_real_y_caso1_frequencia_1307.5.csv,"('838.2',)",29454.497002900127
matriz_diagonal_real_y_caso1_frequencia_1308.0.csv,"('838.2',)",29458.57116335039
matriz_diagonal_real_y_caso1_frequencia_1308.5.csv,"('838.2',)",29462.645483647895
matriz_diagonal_real_y_caso1_frequencia_1309.0.csv,"('838.2',)",29466.71996790756
matriz_diagonal_real_y_caso1_frequencia_1309.5.csv,"('838.2',)",29470.79462022845
matriz_diagonal_real_y_caso1_frequencia_131.0.csv,"('864.1',)",6878.105940126282
matriz_diagonal_real_y_caso1_frequencia_131.5.csv,"('852.3',)",6905.829949517427
matriz_diagonal_real_y_caso1_frequencia_1310.0.csv,"('838.2',)",29474.869444651238
matriz_diagonal_real_y_caso1_frequencia_1310.5.csv,"('838.2',)",29478.94444507068
matriz_diagonal_real_y_caso1_frequencia_1311.0.csv,"('864.1',)",29483.019625904566
matriz_diagonal_real_y_caso1_frequencia_1311.5.csv,"('864.1',)",29487.09499092683
matriz_diagonal_real_y_caso1_frequencia_1312.0.csv,"('864.1',)",29491.170544373374
matriz_diagonal_real_y_caso1_frequencia_1312.5.csv,"('838.2',)",29495.246290375577
matriz_diagonal_real_y_caso1_frequencia_1313.0.csv,"('864.1',)",29499.32223271853
matriz_diagonal_real_y_caso1_frequencia_1313.5.csv,"('838.2',)",29503.398375903842
matriz_diagonal_real_y_caso1_frequencia_1314.0.csv,"('838.2',)",29507.47472386727
matriz_diagonal_real_y_caso1_frequencia_1314.5.csv,"('838.2',)",29511.551280631713
matriz_diagonal_real_y_caso1_frequencia_1315.0.csv,"('838.2',)",29515.62805059576
matriz_diagonal_real_y_caso1_frequencia_1315.5.csv,"('838.2',)",29519.70503758201
matriz_diagonal_real_y_caso1_frequencia_1316.0.csv,"('838.2',)",29523.78224600589
matriz_diagonal_real_y_caso1_frequencia_1316.5.csv,"('838.2',)",29527.859679745743
matriz_diagonal_real_y_caso1_frequencia_1317.0.csv,"('890.1',)",29531.937343177637
matriz_diagonal_real_y_caso1_frequencia_1317.5.csv,"('838.2',)",29536.01524032841
matriz_diagonal_real_y_caso1_frequencia_1318.0.csv,"('838.2',)",29540.0933753394
matriz_diagonal_real_y_caso1_frequencia_1318.5.csv,"('838.2',)",29544.171752561964
matriz_diagonal_real_y_caso1_frequencia_1319.0.csv,"('864.1',)",29548.250376015836
matriz_diagonal_real_y_caso1_frequencia_1319.5.csv,"('864.1',)",29552.32924996672
matriz_diagonal_real_y_caso1_frequencia_132.0.csv,"('890.3',)",6933.543337322261
matriz_diagonal_real_y_caso1_frequencia_132.5.csv,"('890.1',)",6961.2458015770835
matriz_diagonal_real_y_caso1_frequencia_1320.0.csv,"('864.1',)",29556.408378466742
matriz_diagonal_real_y_caso1_frequencia_1320.5.csv,"('838.2',)",29560.48776594234
matriz_diagonal_real_y_caso1_frequencia_1321.0.csv,"('864.1',)",29564.56741655163
matriz_diagonal_real_y_caso1_frequencia_1321.5.csv,"('864.1',)",29568.647334375182
matriz_diagonal_real_y_caso1_frequencia_1322.0.csv,"('864.1',)",29572.72752361193
matriz_diagonal_real_y_caso1_frequencia_1322.5.csv,"('864.1',)",29576.807988654255
matriz_diagonal_real_y_caso1_frequencia_1323.0.csv,"('864.1',)",29580.888733743504
matriz_diagonal_real_y_caso1_frequencia_1323.5.csv,"('864.1',)",29584.969763001114
matriz_diagonal_real_y_caso1_frequencia_1324.0.csv,"('864.1',)",29589.051080617162
matriz_diagonal_real_y_caso1_frequencia_1324.5.csv,"('864.1',)",29593.132691072235
matriz_diagonal_real_y_caso1_frequencia_1325.0.csv,"('864.1',)",29597.21459851729
matriz_diagonal_real_y_caso1_frequencia_1325.5.csv,"('864.1',)",29601.296807228522
matriz_diagonal_real_y_caso1_frequencia_1326.0.csv,"('864.1',)",29605.379321484674
matriz_diagonal_real_y_caso1_frequencia_1326.5.csv,"('864.1',)",29609.46214548685
matriz_diagonal_real_y_caso1_frequencia_1327.0.csv,"('864.1',)",29613.54528365838
matriz_diagonal_real_y_caso1_frequencia_1327.5.csv,"('864.1',)",29617.62874041843
matriz_diagonal_real_y_caso1_frequencia_1328.0.csv,"('838.2',)",29621.71251969876
matriz_diagonal_real_y_caso1_frequencia_1328.5.csv,"('890.1',)",29625.796626166117
matriz_diagonal_real_y_caso1_frequencia_1329.0.csv,"('890.1',)",29629.881063974117
matriz_diagonal_real_y_caso1_frequencia_1329.5.csv,"('838.2',)",29633.965837571785
matriz_diagonal_real_y_caso1_frequencia_133.0.csv,"('890.1',)",6988.937043122456
matriz_diagonal_real_y_caso1_frequencia_133.5.csv,"('890.3',)",7016.616765844073
matriz_diagonal_real_y_caso1_frequencia_1330.0.csv,"('890.1',)",29638.050951248024
matriz_diagonal_real_y_caso1_frequencia_1330.5.csv,"('890.1',)",29642.136409147355
matriz_diagonal_real_y_caso1_frequencia_1331.0.csv,"('838.2',)",29646.222216030088
matriz_diagonal_real_y_caso1_frequencia_1331.5.csv,"('864.1',)",29650.30837596049
matriz_diagonal_real_y_caso1_frequencia_1332.0.csv,"('864.1',)",29654.39489331902
matriz_diagonal_real_y_caso1_frequencia_1332.5.csv,"('864.1',)",29658.481772639927
matriz_diagonal_real_y_caso1_frequencia_1333.0.csv,"('890.1',)",29662.56901828509
matriz_diagonal_real_y_caso1_frequencia_1333.5.csv,"('890.1',)",29666.656634568124
matriz_diagonal_real_y_caso1_frequencia_1334.0.csv,"('890.1',)",29670.74462584034
matriz_diagonal_real_y_caso1_frequencia_1334.5.csv,"('890.1',)",29674.83299662481
matriz_diagonal_real_y_caso1_frequencia_1335.0.csv,"('890.1',)",29678.921751262238
matriz_diagonal_real_y_caso1_frequencia_1335.5.csv,"('838.2',)",29683.010894275605
matriz_diagonal_real_y_caso1_frequencia_1336.0.csv,"('838.2',)",29687.10043011243
matriz_diagonal_real_y_caso1_frequencia_1336.5.csv,"('838.2',)",29691.190362991747
matriz_diagonal_real_y_caso1_frequencia_1337.0.csv,"('838.2',)",29695.280697604136
matriz_diagonal_real_y_caso1_frequencia_1337.5.csv,"('838.2',)",29699.37143837024
matriz_diagonal_real_y_caso1_frequencia_1338.0.csv,"('838.2',)",29703.46258971811
matriz_diagonal_real_y_caso1_frequencia_1338.5.csv,"('838.2',)",29707.55415601211
matriz_diagonal_real_y_caso1_frequencia_1339.0.csv,"('890.2',)",29711.646141981408
matriz_diagonal_real_y_caso1_frequencia_1339.5.csv,"('838.2',)",29715.73855195173
matriz_diagonal_real_y_caso1_frequencia_134.0.csv,"('890.1',)",7044.284676217472
matriz_diagonal_real_y_caso1_frequencia_134.5.csv,"('890.1',)",7071.9404838279925
matriz_diagonal_real_y_caso1_frequencia_1340.0.csv,"('838.2',)",29719.831390342555
matriz_diagonal_real_y_caso1_frequencia_1340.5.csv,"('838.2',)",29723.924661955887
matriz_diagonal_real_y_caso1_frequencia_1341.0.csv,"('890.1',)",29728.018370964077
matriz_diagonal_real_y_caso1_frequencia_1341.5.csv,"('890.1',)",29732.112522135896
matriz_diagonal_real_y_caso1_frequencia_1342.0.csv,"('890.1',)",29736.20711988407
matriz_diagonal_real_y_caso1_frequencia_1342.5.csv,"('890.1',)",29740.302168893308
matriz_diagonal_real_y_caso1_frequencia_1343.0.csv,"('890.1',)",29744.397673570013
matriz_diagonal_real_y_caso1_frequencia_1343.5.csv,"('890.1',)",29748.493638476593
matriz_diagonal_real_y_caso1_frequencia_1344.0.csv,"('890.1',)",29752.590068114114
matriz_diagonal_real_y_caso1_frequencia_1344.5.csv,"('890.1',)",29756.686967352165
matriz_diagonal_real_y_caso1_frequencia_1345.0.csv,"('890.1',)",29760.78434051671
matriz_diagonal_real_y_caso1_frequencia_1345.5.csv,"('890.1',)",29764.882192239085
matriz_diagonal_real_y_caso1_frequencia_1346.0.csv,"('890.1',)",29768.980527126096
matriz_diagonal_real_y_caso1_frequencia_1346.5.csv,"('890.1',)",29773.07934992877
matriz_diagonal_real_y_caso1_frequencia_1347.0.csv,"('890.1',)",29777.178665107545
matriz_diagonal_real_y_caso1_frequencia_1347.5.csv,"('890.1',)",29781.2784773601
matriz_diagonal_real_y_caso1_frequencia_1348.0.csv,"('890.1',)",29785.37879129365
matriz_diagonal_real_y_caso1_frequencia_1348.5.csv,"('890.1',)",29789.47961154594
matriz_diagonal_real_y_caso1_frequencia_1349.0.csv,"('890.1',)",29793.580942853136
matriz_diagonal_real_y_caso1_frequencia_1349.5.csv,"('890.1',)",29797.682789731916
matriz_diagonal_real_y_caso1_frequencia_135.0.csv,"('890.1',)",7099.5839008837365
matriz_diagonal_real_y_caso1_frequencia_135.5.csv,"('890.1',)",7127.214642666706
matriz_diagonal_real_y_caso1_frequencia_1350.0.csv,"('890.1',)",29801.785156882022
matriz_diagonal_real_y_caso1_frequencia_1350.5.csv,"('890.1',)",29805.888049146313
matriz_diagonal_real_y_caso1_frequencia_1351.0.csv,"('838.2',)",29809.991471119753
matriz_diagonal_real_y_caso1_frequencia_1351.5.csv,"('890.1',)",29814.095427509463
matriz_diagonal_real_y_caso1_frequencia_1352.0.csv,"('890.1',)",29818.199922921598
matriz_diagonal_real_y_caso1_frequencia_1352.5.csv,"('890.1',)",29822.30496231317
matriz_diagonal_real_y_caso1_frequencia_1353.0.csv,"('890.1',)",29826.410550042852
matriz_diagonal_real_y_caso1_frequencia_1353.5.csv,"('838.2',)",29830.51669114474
matriz_diagonal_real_y_caso1_frequencia_1354.0.csv,"('838.2',)",29834.623390386143
matriz_diagonal_real_y_caso1_frequencia_1354.5.csv,"('838.2',)",29838.730652406928
matriz_diagonal_real_y_caso1_frequencia_1355.0.csv,"('838.2',)",29842.838481857736
matriz_diagonal_real_y_caso1_frequencia_1355.5.csv,"('838.2',)",29846.946883668727
matriz_diagonal_real_y_caso1_frequencia_1356.0.csv,"('890.1',)",29851.05586271713
matriz_diagonal_real_y_caso1_frequencia_1356.5.csv,"('890.1',)",29855.165423530492
matriz_diagonal_real_y_caso1_frequencia_1357.0.csv,"('890.1',)",29859.275571060178
matriz_diagonal_real_y_caso1_frequencia_1357.5.csv,"('838.2',)",29863.386310188504
matriz_diagonal_real_y_caso1_frequencia_1358.0.csv,"('838.2',)",29867.497645666448
matriz_diagonal_real_y_caso1_frequencia_1358.5.csv,"('838.2',)",29871.60958227384
matriz_diagonal_real_y_caso1_frequencia_1359.0.csv,"('838.2',)",29875.722124915344
matriz_diagonal_real_y_caso1_frequencia_1359.5.csv,"('838.2',)",29879.835278275634
matriz_diagonal_real_y_caso1_frequencia_136.0.csv,"('890.1',)",7154.8324267470025
matriz_diagonal_real_y_caso1_frequencia_136.5.csv,"('864.1',)",7182.436974178103
matriz_diagonal_real_y_caso1_frequencia_1360.0.csv,"('838.2',)",29883.949047507107
matriz_diagonal_real_y_caso1_frequencia_1360.5.csv,"('838.2',)",29888.063437375356
matriz_diagonal_real_y_caso1_frequencia_1361.0.csv,"('838.2',)",29892.17845253534
matriz_diagonal_real_y_caso1_frequencia_1361.5.csv,"('838.2',)",29896.2940981555
matriz_diagonal_real_y_caso1_frequencia_1362.0.csv,"('890.1',)",29900.410378988443
matriz_diagonal_real_y_caso1_frequencia_1362.5.csv,"('890.1',)",29904.527300061145
matriz_diagonal_real_y_caso1_frequencia_1363.0.csv,"('838.2',)",29908.644866020226
matriz_diagonal_real_y_caso1_frequencia_1363.5.csv,"('890.1',)",29912.763082116715
matriz_diagonal_real_y_caso1_frequencia_1364.0.csv,"('890.1',)",29916.881953219414
matriz_diagonal_real_y_caso1_frequencia_1364.5.csv,"('838.2',)",29921.00148409795
matriz_diagonal_real_y_caso1_frequencia_1365.0.csv,"('838.2',)",29925.121679735355
matriz_diagonal_real_y_caso1_frequencia_1365.5.csv,"('838.2',)",29929.24254547708
matriz_diagonal_real_y_caso1_frequencia_1366.0.csv,"('890.1',)",29933.364085669156
matriz_diagonal_real_y_caso1_frequencia_1366.5.csv,"('890.1',)",29937.486305733095
matriz_diagonal_real_y_caso1_frequencia_1367.0.csv,"('838.2',)",29941.609210812247
matriz_diagonal_real_y_caso1_frequencia_1367.5.csv,"('890.1',)",29945.732805376178
matriz_diagonal_real_y_caso1_frequencia_1368.0.csv,"('838.2',)",29949.857094719093
matriz_diagonal_real_y_caso1_frequencia_1368.5.csv,"('838.2',)",29953.982084123734
matriz_diagonal_real_y_caso1_frequencia_1369.0.csv,"('838.2',)",29958.107778292862
matriz_diagonal_real_y_caso1_frequencia_1369.5.csv,"('838.2',)",29962.23418233206
matriz_diagonal_real_y_caso1_frequencia_137.0.csv,"('890.1',)",7210.028008383412
matriz_diagonal_real_y_caso1_frequencia_137.5.csv,"('890.1',)",7237.60525516441
matriz_diagonal_real_y_caso1_frequencia_1370.0.csv,"('838.2',)",29966.361301503854
matriz_diagonal_real_y_caso1_frequencia_1370.5.csv,"('838.2',)",29970.489140567526
matriz_diagonal_real_y_caso1_frequencia_1371.0.csv,"('838.2',)",29974.617704823973
matriz_diagonal_real_y_caso1_frequencia_1371.5.csv,"('838.2',)",29978.746999243518
matriz_diagonal_real_y_caso1_frequencia_1372.0.csv,"('838.2',)",29982.87702898002
matriz_diagonal_real_y_caso1_frequencia_1372.5.csv,"('838.2',)",29987.007799267405
matriz_diagonal_real_y_caso1_frequencia_1373.0.csv,"('890.1',)",29991.139314902714
matriz_diagonal_real_y_caso1_frequencia_1373.5.csv,"('838.2',)",29995.271581324276
matriz_diagonal_real_y_caso1_frequencia_1374.0.csv,"('838.2',)",29999.404603537227
matriz_diagonal_real_y_caso1_frequencia_1374.5.csv,"('890.1',)",30003.538386702243
matriz_diagonal_real_y_caso1_frequencia_1375.0.csv,"('838.2',)",30007.672936057865
matriz_diagonal_real_y_caso1_frequencia_1375.5.csv,"('838.2',)",30011.80825668746
matriz_diagonal_real_y_caso1_frequencia_1376.0.csv,"('890.1',)",30015.944353822237
matriz_diagonal_real_y_caso1_frequencia_1376.5.csv,"('890.1',)",30020.08123271854
matriz_diagonal_real_y_caso1_frequencia_1377.0.csv,"('838.2',)",30024.218898478684
matriz_diagonal_real_y_caso1_frequencia_1377.5.csv,"('890.1',)",30028.3573563138
matriz_diagonal_real_y_caso1_frequencia_1378.0.csv,"('890.1',)",30032.496611596194
matriz_diagonal_real_y_caso1_frequencia_1378.5.csv,"('890.1',)",30036.636669393065
matriz_diagonal_real_y_caso1_frequencia_1379.0.csv,"('890.1',)",30040.777535077174
matriz_diagonal_real_y_caso1_frequencia_1379.5.csv,"('890.1',)",30044.919213878435
matriz_diagonal_real_y_caso1_frequencia_138.0.csv,"('864.1',)",7265.16844399786
matriz_diagonal_real_y_caso1_frequencia_138.5.csv,"('890.1',)",7292.717306164397
matriz_diagonal_real_y_caso1_frequencia_1380.0.csv,"('890.1',)",30049.06171103281
matriz_diagonal_real_y_caso1_frequencia_1380.5.csv,"('890.1',)",30053.205031888156
matriz_diagonal_real_y_caso1_frequencia_1381.0.csv,"('890.2',)",30057.349181693437
matriz_diagonal_real_y_caso1_frequencia_1381.5.csv,"('890.1',)",30061.49416566397
matriz_diagonal_real_y_caso1_frequencia_1382.0.csv,"('890.1',)",30065.639989397856
matriz_diagonal_real_y_caso1_frequencia_1382.5.csv,"('838.2',)",30069.7866579045
matriz_diagonal_real_y_caso1_frequencia_1383.0.csv,"('890.1',)",30073.934176664203
matriz_diagonal_real_y_caso1_frequencia_1383.5.csv,"('838.2',)",30078.082551116462
matriz_diagonal_real_y_caso1_frequencia_1384.0.csv,"('890.2',)",30082.231786536293
matriz_diagonal_real_y_caso1_frequencia_1384.5.csv,"('890.2',)",30086.381888219854
matriz_diagonal_real_y_caso1_frequencia_1385.0.csv,"('890.2',)",30090.5328617676
matriz_diagonal_real_y_caso1_frequencia_1385.5.csv,"('890.1',)",30094.684712359965
matriz_diagonal_real_y_caso1_frequencia_1386.0.csv,"('890.2',)",30098.83744548015
matriz_diagonal_real_y_caso1_frequencia_1386.5.csv,"('890.1',)",30102.991066579718
matriz_diagonal_real_y_caso1_frequencia_1387.0.csv,"('890.1',)",30107.145580933535
matriz_diagonal_real_y_caso1_frequencia_1387.5.csv,"('890.1',)",30111.300994373625
matriz_diagonal_real_y_caso1_frequencia_1388.0.csv,"('890.1',)",30115.45731180357
matriz_diagonal_real_y_caso1_frequencia_1388.5.csv,"('890.2',)",30119.61453925869
matriz_diagonal_real_y_caso1_frequencia_1389.0.csv,"('890.2',)",30123.7726818067
matriz_diagonal_real_y_caso1_frequencia_1389.5.csv,"('890.2',)",30127.931745119844
matriz_diagonal_real_y_caso1_frequencia_139.0.csv,"('864.1',)",7320.251576070166
matriz_diagonal_real_y_caso1_frequencia_139.5.csv,"('852.3',)",7347.770990739386
matriz_diagonal_real_y_caso1_frequencia_1390.0.csv,"('890.2',)",30132.09173467542
matriz_diagonal_real_y_caso1_frequencia_1390.5.csv,"('890.2',)",30136.25265591849
matriz_diagonal_real_y_caso1_frequencia_1391.0.csv,"('890.1',)",30140.41451445352
matriz_diagonal_real_y_caso1_frequencia_1391.5.csv,"('890.2',)",30144.577315807586
matriz_diagonal_real_y_caso1_frequencia_1392.0.csv,"('890.2',)",30148.741065396767
matriz_diagonal_real_y_caso1_frequencia_1392.5.csv,"('890.2',)",30152.905769064426
matriz_diagonal_real_y_caso1_frequencia_1393.0.csv,"('890.2',)",30157.0714322836
matriz_diagonal_real_y_caso1_frequencia_1393.5.csv,"('890.2',)",30161.238060307955
matriz_diagonal_real_y_caso1_frequencia_1394.0.csv,"('890.2',)",30165.405659214328
matriz_diagonal_real_y_caso1_frequencia_1394.5.csv,"('890.2',)",30169.574234455653
matriz_diagonal_real_y_caso1_frequencia_1395.0.csv,"('890.2',)",30173.743791469227
matriz_diagonal_real_y_caso1_frequencia_1395.5.csv,"('890.2',)",30177.914336013368
matriz_diagonal_real_y_caso1_frequencia_1396.0.csv,"('890.3',)",30182.085873790194
matriz_diagonal_real_y_caso1_frequencia_1396.5.csv,"('890.3',)",30186.25841043103
matriz_diagonal_real_y_caso1_frequencia_1397.0.csv,"('890.3',)",30190.43195153947
matriz_diagonal_real_y_caso1_frequencia_1397.5.csv,"('890.2',)",30194.60650281055
matriz_diagonal_real_y_caso1_frequencia_1398.0.csv,"('890.2',)",30198.78206988867
matriz_diagonal_real_y_caso1_frequencia_1398.5.csv,"('890.2',)",30202.958658815864
matriz_diagonal_real_y_caso1_frequencia_1399.0.csv,"('890.2',)",30207.13627503444
matriz_diagonal_real_y_caso1_frequencia_1399.5.csv,"('890.2',)",30211.314924205537
matriz_diagonal_real_y_caso1_frequencia_140.0.csv,"('890.1',)",7375.27528972893
matriz_diagonal_real_y_caso1_frequencia_140.5.csv,"('864.1',)",7402.764215443885
matriz_diagonal_real_y_caso1_frequencia_1400.0.csv,"('890.2',)",30215.494612213213
matriz_diagonal_real_y_caso1_frequencia_1400.5.csv,"('890.2',)",30219.67534472959
matriz_diagonal_real_y_caso1_frequencia_1401.0.csv,"('890.2',)",30223.85712766723
matriz_diagonal_real_y_caso1_frequencia_1401.5.csv,"('890.1',)",30228.03996667926
matriz_diagonal_real_y_caso1_frequencia_1402.0.csv,"('890.2',)",30232.22386759726
matriz_diagonal_real_y_caso1_frequencia_1402.5.csv,"('890.1',)",30236.408836231018
matriz_diagonal_real_y_caso1_frequencia_1403.0.csv,"('838.2',)",30240.594878490534
matriz_diagonal_real_y_caso1_frequencia_1403.5.csv,"('838.2',)",30244.78200001756
matriz_diagonal_real_y_caso1_frequencia_1404.0.csv,"('890.1',)",30248.97020672541
matriz_diagonal_real_y_caso1_frequencia_1404.5.csv,"('890.3',)",30253.15950460868
matriz_diagonal_real_y_caso1_frequencia_1405.0.csv,"('890.1',)",30257.34989949929
matriz_diagonal_real_y_caso1_frequencia_1405.5.csv,"('890.1',)",30261.541397204048
matriz_diagonal_real_y_caso1_frequencia_1406.0.csv,"('890.1',)",30265.734003598554
matriz_diagonal_real_y_caso1_frequencia_1406.5.csv,"('838.2',)",30269.927724618305
matriz_diagonal_real_y_caso1_frequencia_1407.0.csv,"('838.2',)",30274.122566295413
matriz_diagonal_real_y_caso1_frequencia_1407.5.csv,"('838.2',)",30278.318534444043
matriz_diagonal_real_y_caso1_frequencia_1408.0.csv,"('838.2',)",30282.515635122472
matriz_diagonal_real_y_caso1_frequencia_1408.5.csv,"('890.1',)",30286.71387416317
matriz_diagonal_real_y_caso1_frequencia_1409.0.csv,"('890.1',)",30290.913257626282
matriz_diagonal_real_y_caso1_frequencia_1409.5.csv,"('890.1',)",30295.113791575004
matriz_diagonal_real_y_caso1_frequencia_141.0.csv,"('890.1',)",7430.237512881163
matriz_diagonal_real_y_caso1_frequencia_141.5.csv,"('890.1',)",7457.6949297439905
matriz_diagonal_real_y_caso1_frequencia_1410.0.csv,"('838.2',)",30299.315481808288
matriz_diagonal_real_y_caso1_frequencia_1410.5.csv,"('838.2',)",30303.518334543714
matriz_diagonal_real_y_caso1_frequencia_1411.0.csv,"('838.2',)",30307.722355619364
matriz_diagonal_real_y_caso1_frequencia_1411.5.csv,"('864.1',)",30311.92755133652
matriz_diagonal_real_y_caso1_frequencia_1412.0.csv,"('890.1',)",30316.133927554725
matriz_diagonal_real_y_caso1_frequencia_1412.5.csv,"('890.1',)",30320.341490242023
matriz_diagonal_real_y_caso1_frequencia_1413.0.csv,"('838.2',)",30324.550245793667
matriz_diagonal_real_y_caso1_frequencia_1413.5.csv,"('890.1',)",30328.760200164823
